name,appid,in_steam,type,steam_name,has_dlc,dlc,is_coming_soon,release_date
Worms Reloaded - Game Of The Year Edition,1904160.0,True,game,Trainz Plus,True,"[1944165, 1944166, 1944168, 1944169, 1945150, 1945151, 1945152, 1945153, 1945154, 1945155, 1945156, 1945157, 1945158, 1945159, 1945290, 1945291, 1945292, 1945293, 1945294, 1945295, 1945296, 1945297, 1945298, 1945299, 1945331, 1945332, 1945333, 1945334, 1945335, 1945336, 1945337, 1945338, 1945339, 1945530, 1945531, 1945532, 1945533, 1945534, 1946290, 1946291, 1946292, 1946293, 1946294, 1946295, 1946296, 1946297, 1946298, 1946299, 1946370, 1946371, 1946372, 1946373, 1946374, 1946375, 1946376, 1946377, 1946378, 1946379, 1946420, 1946421, 1946422, 1946423, 1946424, 1946425, 1946426, 1946427, 1946428, 1946429, 1946540, 1946541, 1946542, 1946543, 1946544, 1946545, 1946546, 1946547, 1946570, 1946571, 1946572, 1946573, 1946574, 1946575, 1946576, 1946577, 1946578, 1946579, 1946580, 1946581, 1946582, 1946583, 1946584, 1946585, 1946586, 1946587, 1946588, 1946589, 1947540, 1947541, 1947542, 1947543, 1947544, 1947545, 1947546, 1947547, 1947548, 1947549, 1947630, 1947631, 1947632, 1947633, 1947634, 1947635, 1947636, 1947637, 1947638, 1947639, 1947650, 1947651, 1947652, 1947653, 1947654, 1947657, 1947658, 1947659, 1948010, 1948011, 1948012, 1948040, 1948041, 1948042, 1948043, 1948048, 1948050, 1948051, 1948055, 1948067, 1948068, 1948069, 1948080, 1955560, 1958330, 1959650, 1959651, 1959652, 1959653, 1959655, 1959656, 1959657, 1959658, 1959659, 1959680, 1959681, 1959682, 1959683, 1959684, 1959685, 1959686, 1959687, 1959688, 1959689, 1959710, 1959711, 1959712, 1959713, 1959714, 1959715, 1959716, 1959717, 1959718, 1959719, 1959730, 1959731, 1959733, 1959734, 1959735, 1959736, 1959737, 1959738, 1959739, 1959750, 1959751, 1959752, 1959754, 1959755, 1959756, 1959757, 1959758, 1959759, 1959770, 2003900, 2006410, 2011590, 2016810, 2060190, 2066570, 2088140, 2095360, 2096410, 2108140, 2131740, 2137130, 2149750, 2156030, 2190110, 2195330, 2200300, 2205790, 2221660, 2223090, 2227930, 2230340, 2235060, 2235120, 2242800, 2253630, 2257250, 2259811, 2279850, 2287910, 2305630, 2321170, 2332440, 2337440, 2340580, 2349900, 2359550, 2376850, 2379550, 2393990, 2401720, 2427240, 2439860, 2464170, 2485250, 2494330, 2511480, 2514770, 2514790, 2514820, 2514830, 2524390, 2533790, 2543140, 2562500, 2569360]",False,2022-05-30
Age of Wonders: Planetfall - Season Pass - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Overcooked! 2 - Season Pass - DLC,36542.0,True,,,,,,null
Dead Cells: Road to the Sea BUNDLE,23841.0,True,,,,,,null
Panzer Corps 2: Axis Operations - Spanish Civil War - DLC,1351261.0,True,dlc,Panzer Corps 2: Axis Operations - Spanish Civil War,False,,False,2020-07-16
Far Cry 5 - Season Pass - DLC,315660.0,True,game,Trainz: A New Era,True,"[322140, 322141, 335610, 335611, 380740, 404210, 404211, 404212, 404213, 404214, 404215, 404216, 404217, 404218, 404219, 404220, 404980, 404981, 404982, 430180, 430181, 430220, 438390, 439330, 443300, 447480, 453200, 454800, 457610, 460070, 462140, 486100, 487540, 500540, 511650, 512810, 512850, 512870, 520780, 534850, 535540, 535580, 535600, 536580, 536730, 537080, 537940, 599400, 599540, 610910, 610970, 612200, 613430, 632630, 633280, 643420, 643460, 662860, 662861, 662862, 662863, 662864, 662865, 662866, 706450, 715080, 766440, 766441, 766442, 766443, 766444, 766445, 766446, 766447, 766448, 766449, 766470, 766471, 766472, 766520, 766521, 767230, 768050, 802100, 811710, 818980, 818981, 818982, 844690, 865070, 866990, 1042540, 1093990, 1094210, 1094490, 1094550, 1202500]",False,2015-05-14
Tom Clancy’s Ghost Recon Wildlands Year 2 Pass - DLC,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Monster Hunter Stories 2: Wings of Ruin - Deluxe Edition,1412570.0,True,game,Monster Hunter Stories 2: Wings of Ruin Trial Version,False,,False,2021-07-08
Steep,1543760.0,True,game,Steep Slopes,False,,False,2021-02-26
Train Simulator 2021,24010.0,True,game,Train Simulator Classic,True,"[2662360, 2403303, 2662350, 2403307, 2403309, 2403288, 2403286, 2288624, 2403302, 1211479, 2009527, 1869393, 1922045, 1869394, 2403308, 2403301, 2403304, 2288621, 2403300, 2288627, 2403287, 1429756, 1429757, 222588, 2009528, 834407, 967287, 277768, 2403283, 222545, 774754, 2403285, 1869392, 1637251, 277767, 500214, 1109200, 1922042, 896715, 642802, 1211478, 562374, 1429751, 277760, 1869398, 1804514, 1012102, 277751, 1230274, 1105542, 1109205, 861881, 621870, 1922047, 2288629, 1230273, 2202027, 2202023, 1804516, 448185, 642803, 376961, 967280, 1109208, 1147155, 2009525, 1429753, 376975, 208286, 621925, 1637257, 2403284, 2403282, 2403280, 2403281, 2288626, 2288625, 376933, 1267502, 2288622, 2288620, 2202028, 2202029, 277752, 376938, 2202026, 2202021, 2202024, 1922049, 1429754, 2202020, 1922046, 2202022, 1922043, 1055333, 325990, 677960, 222593, 222561, 1109209, 277775, 820203, 1804511, 258643, 1717657, 1717654, 1230271, 1515063, 448192, 2009523, 2009529, 1922048, 2009522, 704286, 980547, 376954, 500246, 643692, 621927, 277770, 376955, 1515062, 1922041, 1267509, 1637255, 1804510, 1637259, 1560933, 1869395, 1364037, 277742, 1869397, 1922040, 1922044, 896768, 1804517, 1717659, 1869399, 1055372, 1055371, 1869396, 1804519, 1055370, 1804518, 980548, 1211470, 896719, 258654, 1098161, 1267503, 1429752, 1267507, 258653, 1107812, 65232, 376946, 222610, 1109207, 1717655, 1429759, 1515064, 1869390, 1804513, 1804515, 222638, 1560935, 1717658, 1717651, 1560938, 1717656, 1717653, 1364033, 1364039, 1804512, 1230279, 1717652, 1717650, 1429750, 448190, 1098163, 774759, 861887, 208283, 1637256, 208377, 222578, 222607, 208369, 376945, 24096, 222613, 208284, 967283, 896718, 1637253, 1637258, 1637252, 1364036, 376943, 325981, 1637254, 65255, 65258, 1098166, 65233, 325960, 642804, 277756, 325959, 258640, 376956, 1637250, 222544, 325958, 208280, 258644, 277757, 1267504, 1230277, 277739, 24012, 222611, 65231, 222627, 448180, 222632, 222557, 24075, 277731, 222603, 65239, 208361, 65218, 222608, 222639, 1012100, 222602, 65256, 325971, 325974, 222604, 222576, 208292, 208350, 222558, 65253, 222579, 562381, 208364, 208304, 222581, 562378, 222635, 277776, 208282, 678001, 1515068, 861889, 678003, 1560934, 1560932, 1560939, 1515065, 1267500, 258652, 1560931, 1364030, 980544, 1211477, 1429755, 1364038, 678002, 448199, 376953, 376950, 1515069, 1107814, 376931, 325988, 1098162, 325987, 325979, 325977, 376970, 325973, 222609, 1515060, 1429758, 1364034, 1147152, 277778, 277773, 277771, 277755, 277747, 222630, 222628, 820201, 222633, 222618, 222616, 258663, 258661, 258659, 258658, 258656, 980546, 258642, 208288, 208362, 208354, 208355, 24083, 24021, 834401, 980542, 1147158, 1211476, 1230275, 1147153, 621920, 1364032, 277769, 1055331, 1364035, 1109206, 24070, 1267506, 1267505, 222586, 208379, 1515061, 678004, 65216, 277736, 65244, 208296, 208302, 208298, 208303, 65247, 65250, 208287, 65228, 208301, 208363, 208351, 208289, 222564, 222562, 208346, 208366, 222583, 1230278, 376966, 1267501, 1230276, 24065, 258646, 980545, 1147157, 1211473, 896766, 834400, 1211474, 896767, 1230272, 980549, 774758, 1211475, 834406, 1211472, 980543, 222584, 1109202, 1107810, 820200, 967282, 1055332, 980541, 222587, 325991, 325968, 325970, 277764, 222601, 258645, 448184, 277777, 222541, 376960, 277741, 222598, 448194, 376965, 621921, 1109203, 642806, 325969, 222549, 562388, 208318, 222575, 448186, 222554, 376969, 277774, 500248, 500244, 277732, 277733, 258671, 277730, 258647, 834408, 967288, 896762, 896761, 896760, 967289, 967281, 1098160, 1098165, 834402, 774756, 861888, 448188, 1012081, 1055334, 1012080, 1055339, 1055336, 1055335, 208306, 208300, 861885, 1098167, 500245, 621922, 500218, 500211, 376979, 222585, 621926, 562399, 325954, 325962, 562387, 642807, 562372, 376944, 376935, 704250, 678005, 222582, 376932, 1055338, 325992, 834404, 861880, 208307, 208319, 222551, 208341, 222555, 208378, 222550, 222548, 65242, 774755, 562373, 704285, 562385, 704282, 277748, 376971, 677940, 562384, 208376, 222580, 678000, 65246, 222566, 1107811, 65243, 325955, 642805, 65224, 222589, 325993, 376959, 376936, 325956, 325953, 258648, 24095, 834403, 678008, 678009, 376942, 277753, 376963, 277745, 222594, 623267, 623266, 562398, 222625, 621923, 562390, 325952, 258657, 208343, 376951, 621924, 500212, 562376, 562370, 562397, 376977, 562382, 448198, 562379, 562375, 500241, 448195, 448191, 500247, 277758, 562380, 376972, 376976, 277765, 376958, 376952, 376930, 376949, 325976, 222573, 376934, 65217, 325961, 325964, 325972, 325963, 277749, 277763, 277759, 277754, 222631, 277740, 222621, 222634, 258677, 258674, 325951, 222619, 325989, 65252, 258641, 258668, 325994, 208348, 376967, 376964, 376957, 277762, 222623, 222543, 222547, 896764, 277761, 325950, 208281, 65249, 208342, 65254, 222622, 1012101, 258678, 222636, 222556, 208293, 222574, 208370, 222612, 222597, 222599, 222571, 222596, 222595, 208375, 222568, 208352, 208295, 208294, 65259, 24055, 65229, 24028, 24029, 222591, 24082, 208356, 208353, 258650, 513110, 277735, 623261, 1147159, 275134, 275138, 275139, 295203, 295204, 295205, 295206, 295207, 295208, 295209, 325983, 376968, 448182, 448183, 448200, 448201, 448202, 448203, 448204, 448205, 448206, 448207, 448208, 448209, 500216, 500240, 500242, 512310, 512311, 512312, 512313, 512314, 512315, 513090, 513091, 513092, 513093, 513094, 513095, 513096, 513097, 513098, 513099, 513100, 513101, 513102, 513103, 513104, 513105, 513108, 513109, 513111, 513112, 513113, 513114, 513115, 513116, 513117, 513118, 513119, 562391, 623250, 623260, 623262, 623263, 623264, 623265, 623268, 643690, 643693, 643694, 643695, 643696, 643697, 643698, 643699, 678160, 678180, 678181, 678182, 678183, 678185, 678186, 678187, 678188, 704320, 704321, 704322, 704325, 704326, 704327, 704328, 774760, 861882, 861883, 258655, 277737, 258666, 677951, 500249, 500215, 500243, 642800, 562386, 896765, 1109204, 967300, 513107, 500210, 834405, 861884, 642790, 896712, 896716, 513106, 967285]",False,2015-09-17
Contra Anniversary Collection,1018020.0,True,game,Contra Anniversary Collection,False,,False,2019-06-11
Skilltree Saga,315320.0,True,game,Skilltree Saga,False,,False,2014-12-04
NEED FOR SPEED HEAT,1281881.0,True,dlc,Need for Speed™ Heat - Keys to the Map,False,,False,2020-06-04
Europa Universalis IV: Dharma Content Pack - DLC,827250.0,True,dlc,Content Pack - Europa Universalis IV: Dharma,False,,False,2018-09-06
Elite Dangerous,475180.0,True,dlc,Elite Dangerous: Commander Pack,False,,False,2016-05-19
Panzer Corps 2: Axis Operations – 1941 - DLC,1526010.0,True,dlc,Panzer Corps 2: Axis Operations - 1941,False,,False,2021-03-18
InnerSpace,347000.0,True,game,InnerSpace,True,[747670],False,2018-01-16
DJMAX RESPECT V - UNLOCK SONG PACK - DLC,1214810.0,True,dlc,DJMAX RESPECT V - UNLOCK SONG PACK,False,,False,2020-01-02
Daydream: Forgotten Sorrow,1542110.0,True,game,Daydream: Forgotten Sorrow,True,[2423750],False,2023-06-14
Europa Universalis IV: Rights of Man Content Pack - DLC,486571.0,True,dlc,Content Pack - Europa Universalis IV: Rights of Man,False,,False,2016-10-11
Garfield Kart - Furious Racing,1085510.0,True,game,Garfield Kart - Furious Racing,False,,False,2019-11-06
Stellaris: Necroids Species Pack - DLC,1341520.0,True,dlc,Stellaris: Necroids Species Pack,False,,False,2020-10-29
Crusader Kings II: Horse Lords - Expansion - DLC,354330.0,True,dlc,Expansion - Crusader Kings II: Horse Lords,False,,False,2015-07-14
New Yankee 7: Deer Hunters,1066700.0,True,game,New Yankee 7: Deer Hunters,False,,False,2019-04-17
Rise of Venice: Gold,227020.0,True,game,Rise of Venice,True,[260860],False,2013-09-27
Barn Finders,991170.0,True,game,Barn Finders,True,"[1554910, 1424060]",False,2020-06-15
One Piece Pirate Warriors 3,331600.0,True,game,One Piece Pirate Warriors 3,True,"[378501, 378504, 378505]",False,2015-08-27
Alt-Frequencies,1035050.0,True,game,Alt-Frequencies,False,,False,2019-05-16
Subject 13,322970.0,True,game,Subject 13,False,,False,2015-05-28
Omerta - City of Gangsters - The Japanese Incentive - DLC,215370.0,True,dlc,Omerta - City of Gangsters - The Con Artist DLC,False,,False,2013-03-08
Assassin's Creed: Syndicate - Gold Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Arcana Heart 3: LOVEMAX SIXSTARS!!!!!! XTEND,661990.0,True,game,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!! XTEND,True,"[1209800, 1209801]",False,2017-12-12
Wordle,1334000.0,True,game,Wordle,True,"[1532570, 1532580, 1532610, 1532630]",False,2021-04-12
Tropico 4: Modern Times - DLC,205630.0,True,dlc,Tropico 4: Modern Times,False,,False,2012-03-29
Wordle 2,1386730.0,True,game,Wordle 2,False,,False,2020-08-31
Jim Power -The Lost Dimension,370270.0,True,game,Jim Power -The Lost Dimension,False,,False,2015-09-30
Sniper: Ghost Warrior 2,34870.0,True,,,,,,null
Of Orcs And Men,216910.0,True,game,Of Orcs And Men,False,,False,2012-10-11
Neptunia: Sisters VS Sisters,1932160.0,True,game,Neptunia: Sisters VS Sisters,False,,False,2023-01-24
Star Wars Jedi Knight Collection,1286830.0,True,game,STAR WARS™: The Old Republic™,False,,False,2020-07-21
DRAGON BALL Z: KAKAROT - Ultimate Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Super Robot Wars 30,898750.0,True,game,Super Robot Wars 30,True,"[1823802, 1689810, 1689830, 1689970, 1690010, 1690011]",False,2021-10-27
Arsenal of Democracy: A Hearts of Iron Game,42850.0,True,game,Arsenal of Democracy: A Hearts of Iron Game,False,,False,2010-02-23
Tropico 4: Voodoo - DLC,205638.0,True,dlc,Tropico 4: Voodoo DLC,False,,False,2013-07-25
Train Simulator: West Somerset Railway Route Add-On - DLC,222615.0,True,game,Train Simulator: West Somerset Railway Route Add-On,False,,False,2013-11-14
Patch Quest,1347970.0,True,game,Patch Quest,True,[2333120],False,2023-03-02
Tom Clancy's Ghost Recon Wildlands Ultimate Edition Y2,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Crashday Redline Edition,508980.0,True,game,Crashday Redline Edition,False,,False,2017-08-10
Batman: Arkham Knight,498240.0,True,game,Batman - The Telltale Series,True,[1182000],False,2016-08-02
Red Comrades Save the Galaxy: Reloaded,415610.0,True,game,Red Comrades Save the Galaxy: Reloaded,False,,False,2016-02-18
Europa Universalis III: Enlightenment SpritePack - DLC,25811.0,True,dlc,Europa Universalis III: Enlightenment SpritePack,False,,False,2011-11-30
IL-2 Sturmovik - Dover Bundle,15941.0,True,,,,,,null
Tiny Troopers,590370.0,True,game,Tiny Troopers 2,False,,False,2017-05-31
Settlers 7 - Gold Edition,40950.0,True,game,Stronghold HD (2012),True,[673440],False,2013-10-21
WRC 5 FIA World Rally Championship,354160.0,True,game,WRC 5 FIA World Rally Championship,True,"[398470, 398471, 398472, 398473]",False,2015-10-08
Crusader Kings II: Jade Dragon - DLC,640140.0,True,dlc,Expansion - Crusader Kings II: Jade Dragon,False,,False,2017-11-16
Plane Mechanic Simulator,1611600.0,True,game,WARNO,False,,False,2022-01-20
Train Simulator: BR Regional Railways Class 101 DMU Add-On - DLC,277736.0,True,dlc,Train Simulator: BR Regional Railways Class 101 DMU Add-On,False,,False,2014-08-14
Steel Division: Normandy 44 - Back to Hell - DLC,780340.0,True,dlc,Steel Division: Normandy 44 - Back to Hell,False,,False,2018-02-13
Escape Game Fort Boyard,1303140.0,True,game,Escape Game Fort Boyard,True,[1580220],False,2020-06-25
Assassin's Creed Origins - Season Pass - DLC,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Epistory - Typing Chronicles,398850.0,True,game,Epistory - Typing Chronicles,True,[458530],False,2016-03-30
Tempest - Jade Sea - DLC,746820.0,True,dlc,Tempest - Jade Sea,False,,False,2018-02-15
Commandos 2 & 3 - HD Remaster Double Pack,27561.0,True,,,,,,null
Grand Ages: Medieval,310470.0,True,game,Grand Ages: Medieval,False,,False,2015-09-25
Europa Universalis III: Absolutism SpritePack - DLC,25815.0,True,dlc,Europa Universalis III: Absolutism SpritePack,False,,False,2012-12-10
Commandos 2 HD Remaster,1100410.0,True,game,Commandos 2 - HD Remaster,False,,False,2020-01-24
Sheltered,364370.0,True,game,The Sheltered,False,,False,2015-04-23
Do Not Feed the Monkeys,658850.0,True,game,Do Not Feed the Monkeys,False,,False,2018-10-23
Zombi,108600.0,True,game,Project Zomboid,False,,False,2013-11-08
Blacksad: Under the Skin,1003890.0,True,game,Blacksad: Under the Skin,True,[1238310],False,2019-11-14
CHAOS CODE -NEW SIGN OF CATASTROPHE-,536560.0,True,game,CHAOS CODE -NEW SIGN OF CATASTROPHE-,False,,False,2017-03-15
Train Simulator: MRCE BR 185.5 Loco Add-On - DLC,277758.0,True,dlc,Train Simulator: MRCE BR 185.5 Loco Add-On,False,,False,2015-03-12
Capcom Fighting Collection,1522080.0,True,game,Jitsu Squad,False,,False,2022-03-29
Magicka: Gamer Bundle - DLC,73057.0,True,dlc,Magicka: Gamer Bundle,False,,False,2011-09-18
In Between,388420.0,True,game,In Between,True,[391080],False,2015-08-21
V-Rally 4,658700.0,True,game,V-Rally 4,True,"[900230, 900231, 918792, 918793, 918794, 918795, 958940]",False,2018-09-25
Dead Rising 4 - Season Pass,294100.0,True,game,RimWorld,True,"[1826140, 1149640, 1392840, 367680, 990430, 1244270]",False,2018-10-17
Overcooked! 2,909720.0,True,dlc,Overcooked! 2 - Surf 'n' Turf,False,,False,2018-10-03
Strange Horticulture,1574580.0,True,game,Strange Horticulture,False,,False,2022-01-21
Vive le Roi 2,859530.0,True,game,Vive le Roi 2,False,,False,2018-06-21
The Dark Pictures Anthology: The Devil in Me,27477.0,True,,,,,,null
Europa Universalis IV: The Cossacks - DLC,373370.0,True,dlc,Expansion - Europa Universalis IV: The Cossacks,False,,False,2015-01-18
CODE SHIFTER,976570.0,True,game,CODE SHIFTER,False,,False,2020-01-29
Vectronom,925460.0,True,game,Vectronom,True,"[1190680, 1654430]",False,2019-05-28
Extinction: Deluxe Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Chroma Squad,251130.0,True,game,Chroma Squad,True,"[363800, 810600]",False,2015-04-30
Dead Age,363930.0,True,game,Dead Age,True,[1330410],False,2016-11-04
Imperium Romanum - Gold Edition,23400.0,True,game,Imperium Romanum Gold Edition,False,,False,2008-11-25
iO,324070.0,True,game,iO,False,,False,2014-12-05
HELLDIVERS™ 2 - ПРЕДЗАКАЗ,553850.0,True,,,,,,null
Rogue Stormers,299480.0,True,game,Rogue Stormers,False,,False,2016-04-21
Dead End Job,827610.0,True,game,Dead End Job,False,,False,2019-12-13
Lords of the Fallen - Game of the Year Edition,12261.0,True,,,,,,null
Home Design 3D,420000.0,True,game,Home Design 3D,True,[788430],False,2015-11-20
Men of War: Condemned Heroes,204860.0,True,game,Men of War: Condemned Heroes,False,,False,2012-04-12
Europa Universalis IV: Emperor Content Pack - DLC,1264340.0,True,dlc,Content Pack - Europa Universalis IV: Emperor,False,,False,2020-06-09
Song of Horror - Complete Edition,1096570.0,True,game,SONG OF HORROR COMPLETE EDITION,False,,False,2019-10-31
Hiveswap: Friendsim,833040.0,True,game,Hiveswap Friendsim,True,"[848020, 859130, 864980, 878920, 886930, 892400, 904580, 913810, 922430, 931920, 941220, 950820, 959160, 966360, 975560, 986510, 998810]",False,2018-04-13
Tom Clancy's Ghost Recon Wildlands - Season Pass,2028055.0,True,dlc,Tom Clancy's Ghost Recon Future Soldier - Season Pass,False,,False,2012-09-19
Odysseus Kosmos and his Robot Quest: Digital Deluxe Set - DLC,1065370.0,True,dlc,Odysseus Kosmos and his Robot Quest: Digital Deluxe Set,False,,False,2019-04-17
Distant Worlds 2,1531540.0,True,game,Distant Worlds 2,True,"[2409480, 2140010]",False,2022-03-10
Europa Universalis IV: Native Americans Unit Pack - DLC,241371.0,True,dlc,Europa Universalis IV: Native Americans Unit Pack,False,,False,2014-01-14
Пополнение кошелька Playstation Store Польша 50zl (PSN),,False,,,,,,null
Sengoku,73210.0,True,game,Sengoku,False,,False,2011-09-15
Golden Idol Mysteries: The Spider of Lanka - DLC,2377000.0,True,dlc,Golden Idol Mysteries: The Spider of Lanka,False,,False,2023-05-04
