name,appid,in_steam,type,steam_name,has_dlc,dlc,is_coming_soon,release_date
ACE COMBAT™ 7: SKIES UNKNOWN – TOP GUN: Maverick Edition,1966880.0,True,dlc,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Aircraft Set -,False,,False,2022-05-25
I am not a Monster - Multiplayer Version - DLC,1174290.0,True,dlc,I Am Not A Monster - Multiplayer Version,False,,False,2019-10-28
Batman: Arkham Knight - Premium Edition,1197440.0,True,game,Broken Spell 2,False,,False,2020-02-11
BATTLETECH - Shadow Hawk Pack - DLC,799751.0,True,dlc,BATTLETECH Shadow Hawk Pack,False,,False,2019-03-19
"Warhammer 40,000: Space Wolf - Wrath of the Damned - DLC",2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
HYPERNOVA: Escape From Hadea,650750.0,True,game,HYPERNOVA: Escape from Hadea,False,,False,2017-09-06
Togges,1550270.0,True,game,Togges,False,,False,2022-12-07
Red Barton and The Sky Pirates,540590.0,True,game,Red Barton and The Sky Pirates,False,,False,2017-03-14
EA SPORTS FC™ 24,2195250.0,True,game,EA SPORTS FC™ 24,False,,False,2023-09-28
Dying Light - Rais Elite Bundle - DLC,1112520.0,True,dlc,Dying Light - Rais Elite Bundle,False,,False,2019-08-27
Kerbal Space Program: Making History - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Saint Kotar,1358530.0,True,game,Saint Kotar,True,"[2217510, 2217520]",False,2021-10-28
REZ PLZ,911680.0,True,game,REZ PLZ,False,,False,2020-07-15
Metro: Last Light Redux,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Painkiller Hell & Damnation: Heaven's Above - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Cities: Skylines - Content Creator Pack: Brooklyn & Queens - DLC,2313320.0,True,dlc,Cities: Skylines - Content Creator Pack: Brooklyn & Queens,False,,False,2023-05-23
Europa Universalis III: Revolution SpritePack - DLC,25814.0,True,dlc,Europa Universalis III: Revolution SpritePack,False,,False,2011-12-08
Evoland Legendary Edition,1020470.0,True,game,Evoland Legendary Edition,False,,False,2019-02-07
Resident Evil Village - Deluxe Edition,2062120.0,True,demo,Resident Evil Village Gold Edition Gameplay Demo,False,,False,2022-10-20
Crusader Kings II Dynasty Starter Pack - DLC,5177.0,True,movie,Command and Conquer: Red Alert 3 HD Trailer 2,False,,False,null
Crusader Kings II Dynasty Starter Pack - DLC,5177.0,True,movie,Command and Conquer: Red Alert 3 HD Trailer 2,False,,False,null
Fairy Knights,903850.0,True,game,Fairy Knights,False,,False,2019-02-01
Clustertruck,397950.0,True,game,Clustertruck,True,[529050],False,2016-09-27
The Cows are watching,563130.0,True,game,The Cows Are Watching,False,,False,2016-12-08
Commandos 3: Destination Berlin,6840.0,True,game,Commandos 3: Destination Berlin,False,,False,2007-03-15
Blood Bowl 2,236690.0,True,game,Blood Bowl 2,True,"[672830, 571761, 571760, 547570, 523980, 497170, 401590, 382210, 382910, 686390, 686400, 686401, 686402, 686403, 686404, 686405, 686410, 1300450]",False,2015-09-22
Furi - One More Fight - DLC,1556790.0,True,game,Isonzo,True,"[2542150, 2542160, 2214670, 2214671, 2197970, 2078340, 1815510, 1815511, 1815512, 1815513]",False,2022-09-13
Tropico 4: Junta Military - DLC,57696.0,True,dlc,Tropico 4: Junta Military DLC,False,,False,2011-11-03
Tom Clancy’s Splinter Cell: Blacklist,13560.0,True,game,Tom Clancy's Splinter Cell®,False,,False,2008-04-01
Stunt Kite Party,960240.0,True,game,Stunt Kite Party,False,,False,2019-06-07
Shadowrun: Hong Kong - Extended Edition Deluxe Upgrade,395260.0,True,dlc,Shadowrun: Hong Kong - Extended Edition Deluxe Upgrade DLC,False,,False,2015-08-20
Crazy Soccer: Football Stars,735550.0,True,game,Crazy Soccer: Football Stars,True,[907480],False,2018-06-28
Rebel Cops,970960.0,True,game,Rebel Cops,False,,False,2019-09-17
"Warhammer 40,000: Sanctus Reach - Sons of Cadia - DLC",716660.0,True,dlc,"Warhammer 40,000: Sanctus Reach - Sons of Cadia",False,,False,2017-11-09
Fire: Ungh’s Quest,325520.0,True,game,Fire: Ungh’s Quest,False,,False,2015-04-09
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,1966880.0,True,dlc,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Aircraft Set -,False,,False,2022-05-25
Broken Sword 5: The Serpent's Curse,262940.0,True,game,Broken Sword 5 - the Serpent's Curse,True,[565830],False,2013-12-04
Cities in Motion 2: Players Choice Vehicle Pack - DLC,306170.0,True,dlc,Cities in Motion 2: Players Choice Vehicle Pack,False,,False,2014-06-17
Anthem,2656490.0,True,game,ANTHEM#9,False,,True,null
Men of War: Vietnam,63940.0,True,game,Men of War: Vietnam,True,[63942],False,2011-09-08
Crayola Scoot,772530.0,True,game,Crayola Scoot,False,,False,2018-10-16
Barotrauma,602960.0,True,game,Barotrauma,True,"[1197650, 1197651]",False,2023-03-13
Yooka-Laylee - Digital Deluxe,564251.0,True,dlc,Yooka-Laylee Digital Artbook,False,,False,2017-04-11
Europa Universalis IV: Dharma Collection - DLC,8196.0,True,,,,,,null
Assassin's Creed Origins - Deluxe Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
WRC 9 Audi Quattro A2 1984 (Steam) - DLC,1530500.0,True,dlc,WRC 9 Audi Quattro A2 1984,False,,False,2021-09-16
MONSTER HUNTER RISE - Deluxe Edition,21999.0,True,,,,,,null
Iron Danger Supporter Pack - DLC,1130872.0,True,dlc,Iron Danger Supporter Pack,False,,False,2020-03-25
Tech Corp.,909970.0,True,game,Tech Corp.,False,,False,2019-07-25
Immortal Realms: Vampire Wars,1024480.0,True,game,Immortal Realms: Vampire Wars,True,"[1128391, 1243070]",False,2020-08-28
Sword Art Online: Lost Song,1392840.0,True,dlc,RimWorld - Ideology,False,,False,2021-07-20
Crusader Kings II: Conclave Content Pack - DLC,394321.0,True,dlc,Content Pack - Crusader Kings II: Conclave,False,,False,2016-02-02
Tyranny - Tales from the Tiers - DLC,647560.0,True,dlc,Tyranny - Tales from the Tiers,False,,False,2017-06-13
Tropico 5 - The Big Cheese - DLC,306391.0,True,dlc,Tropico 5 - The Big Cheese,False,,False,2014-07-24
Port Royale 3: Dawn of Pirates - DLC,215971.0,True,dlc,Port Royale 3: Dawn of Pirates DLC,False,,False,2012-11-14
Planet Zoo: Arctic Pack - DLC,1648531.0,True,dlc,Icarus: Supporters Edition,False,,False,2021-12-03
Ancient Space,249190.0,True,game,Ancient Space,False,,False,2014-09-23
STAR WARS™ Episode I Racer,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
FIFA 22 ULTIMATE TEAM FIFA POINTS 750 - DLC,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
looK INside - Chapter 1,1119710.0,True,game,looK INside - Chapter 1,True,[1231220],False,2020-01-22
BATTLETECH - Urban Warfare - DLC,1047180.0,True,dlc,BATTLETECH Urban Warfare,False,,False,2019-06-04
City of Gangsters: The German Outfit - DLC,1968891.0,True,dlc,City of Gangsters: The German Outfit,False,,False,2022-06-15
Gravity Circuit - Official Soundtrack - DLC,1021790.0,True,dlc,Arma 3 Contact,False,,False,2019-07-25
ONE PIECE: PIRATE WARRIORS 4 - Ultimate Edition,1392840.0,True,dlc,RimWorld - Ideology,False,,False,2021-07-20
ABRACA - Imagic Games,345990.0,True,game,ABRACA - Imagic Games,False,,False,2016-03-31
Stealth Bastard Deluxe,209190.0,True,game,Stealth Bastard Deluxe,True,"[209202, 209201]",False,2012-11-28
Resident Evil 4 - Separate Ways - DLC,1096900.0,True,game,RPG Maker MZ,True,"[2718780, 2718800, 2718790, 2718770, 2565790, 2565770, 2565780, 2474870, 1967140, 2072490, 1648411, 1648412, 1837121, 2634600, 2634570, 2634590, 2634580, 2565800, 2565810, 2565760, 2565750, 2536920, 2672330, 2672310, 2672320, 2672340, 2536900, 2536910, 1351010, 1925963, 2286653, 2503790, 2503800, 2503810, 2503820, 2474872, 2474871, 2474873, 2525960, 1350930, 1350970, 1350960, 2214302, 2401672, 2401673, 1967142, 2447270, 2447271, 2447272, 2447273, 2401671, 2401670, 2383010, 2383011, 2383012, 2383013, 2351473, 2351472, 2351470, 2351471, 1441910, 1441930, 1441920, 1441990, 1579810, 1752311, 2308610, 2308611, 2308612, 2308613, 2286651, 2286650, 2286652, 2287820, 2003831, 1816290, 1925962, 2214304, 2214303, 2221570, 1967141, 1823531, 2214300, 2214301, 2115442, 2115441, 2115440, 1473700, 1621342, 2072491, 2003830, 2238790, 2238791, 1925960, 1925961, 1874590, 1903001, 1715450, 1837120, 1874600, 1351020, 1823530, 2221550, 1680920, 1648520, 1680940, 1715440, 1715430, 1697220, 1648521, 1697230, 1648413, 1784520, 1648410, 1560360, 1560361, 1680950, 1680960, 1621340, 1752310, 1903000, 1680930, 1837122, 1874580, 2003832, 1791150, 1791140, 1791130, 1791170, 1784404, 1784401, 1784400, 1784403, 1784402, 1351030, 1350990, 1350870, 1350900, 1350910, 1350940, 1351050, 1350980, 1351040, 1542690, 1598500, 1598520, 1659350, 1366640, 1450960, 1350880, 1450940, 1450990, 1441970, 1450980, 1450950, 1378420, 1378430, 1378440, 1378450, 1378460, 1405560, 1405570, 1405580, 1405590, 1405600, 1405610, 1405620, 1433630, 1433640, 1433650, 1433660, 1433670, 1433680, 1433690, 1441940, 1441950, 1441980, 1442000, 1442010, 1450970, 1463600, 1463610, 1463620, 1463630, 1468850, 1468860, 1468870, 1468880, 1468890, 1468900, 1468910, 1468920, 1468930, 1468940, 1486480, 1486490, 1493090, 1493100, 1493110, 1493120, 1493130, 1493140, 1499320, 1499330, 1499340, 1499350, 1499360, 1499370, 1499380, 1499390, 1503800, 1517650, 1517660, 1517670, 1517680, 1517690, 1517700, 1523000, 1523050, 1523060, 1523070, 1523080, 1523110, 1523120, 1523950, 1523960, 1523970, 1533170, 1533180, 1533200, 1533210, 1533220, 1533230, 1533250, 1533270, 1533340, 1533350, 1539310, 1539320, 1539520, 1547570, 1547680, 1547690, 1547700, 1547710, 1547720, 1554480, 1554490, 1558250, 1565380, 1565390, 1567320, 1567330, 1567340, 1567350, 1567360, 1571550, 1578600, 1578620, 1578630, 1578680, 1578770, 1583800, 1583810, 1590200, 1590210, 1595560, 1595570, 1596860, 1596870, 1596880, 1596900, 1596910, 1597360, 1598510, 1598530, 1599790, 1599800, 1617520, 1617530, 1617540, 1617550, 1618100, 1618110, 1618120, 1619710, 1619730, 1619740, 1622150, 1622240, 1622290, 1632550, 1632560, 1638820, 1638830, 1644870, 1644890, 1651650, 1651660, 1661510, 1661520, 1661530, 1661540, 1662600, 1662610, 1662620, 1662630, 1662640, 1665380, 1666450, 1670990, 1671000, 1671010, 1671030, 1671040, 1671050, 1673250, 1679620, 1679630, 1685090, 1685100, 1691940, 1691950, 1695750, 1695760, 1699100, 1699330, 1699340, 1699350, 1699360, 1710070, 1710080, 1711370, 1711380, 1711390, 1711410, 1712770, 1712780, 1712790, 1715410, 1718140, 1718150, 1718960, 1718970, 1725790, 1728240, 1737260, 1750400, 1756670, 1756680, 1764150, 1764330, 1764350, 1764360, 1764380, 1767090, 1767100, 1774490, 1774740, 1778250, 1778390, 1778400, 1779330, 1779380, 1787660, 1791190, 1792330, 1799780, 1802740, 1805890, 1809080, 1809200, 1809210, 1812330, 1812540, 1814750, 1819720, 1819730, 1820650, 1820670, 1822850, 1822860, 1822870, 1832590, 1833430, 1833440, 1841130, 1844830, 1844840, 1853730, 1853740, 1857280, 1857290, 1869740, 1869750, 1876640, 1884910, 1890440, 1890441, 1892120, 1892130, 1892170, 1903740, 1903750, 1903760, 1922400, 1922430, 1923030, 1928950, 1929070, 1929090, 1929100, 1934490, 1934690, 1941480, 1941500, 1948590, 1948600, 1964060, 1964070, 1970950, 1970960, 1978680, 1986740, 1986750, 1993880, 2001890, 2001900, 2009890, 2009900, 2017960, 2021730, 2022080, 2023840, 2023850, 2025140, 2025150, 2025160, 2053860, 2053870, 2053880, 2061880, 2061890, 2061900, 2062740, 2068590, 2076790, 2077830, 2077840, 2077850, 2090260, 2090270, 2090290, 2097310, 2097320, 2111270, 2111280, 2117610, 2117620, 2117690, 2117700, 2117710, 2117760, 2117770, 2117780, 2135070, 2135080, 2135090, 2135120, 2135130, 2151220, 2151230, 2151240, 2151250, 2171140, 2171160, 2171170, 2171180, 2185570, 2185580, 2185590, 2185600, 2185610, 2185630, 2185650, 2201290, 2201300, 2206620, 2206630, 2206640, 2217660, 2228560, 2228580, 2228590, 2228660, 2228670, 2228680, 2235900, 2235910, 2235930, 2235940, 2235950, 2235960, 2235970, 2235980, 2236010, 2260590, 2260610, 2271660, 2271670, 2271680, 2271690, 2271700, 2297760, 2297770, 2297780, 2297810, 2297860, 2297890, 2297900, 2297910, 2297920, 2297940, 2333600, 2333610, 2333620, 2333630, 2333640, 2333650, 2338340, 2338350, 2370900, 2379100, 2379110, 2379120, 2379130, 2379140, 2408490, 2408500, 2408510, 2408520, 2408530, 2408540, 2408550, 2408560, 2446790, 2446800, 2448040, 2448060, 2448080, 2448190, 2493740, 2493770, 2493810, 2493820, 2531620, 2531650, 2531680, 2531700, 2531710, 2531720, 2531730, 2531740, 2574170, 2574220, 2574230, 2623780, 2623820, 2623850, 2623870, 2623880, 2623890, 2623900, 2623920, 2623930, 2670050, 2670080, 2670110, 2670140, 2670170, 2670190, 2670210, 2670220, 2670240, 2711790, 2711820, 2711840]",False,2020-08-27
Sid Meier?s Civilization® VI - Babylon Pack (Steam) - DLC,2158250.0,True,dlc,Sid Meier’s Civilization® VI: Leader Pass,False,,False,2022-11-21
DJMAX RESPECT V - Lisrim Gear Pack - DLC,1356222.0,True,dlc,DJMAX RESPECT V - Lisrim Gear Pack,False,,False,2020-08-06
BAFL - Brakes Are For Losers,573070.0,True,game,BAFL - Brakes Are For Losers,False,,False,2017-10-18
Conan Exiles: Debaucheries of Derketo Pack - DLC,1147100.0,True,dlc,Conan Exiles - Debaucheries of Derketo Pack,False,,False,2019-10-08
Codename Panzers Cold War,9850.0,True,game,Codename: Panzers - Cold War,True,[443670],False,2009-05-06
Pathfinder Adventures,480640.0,True,game,Pathfinder Adventures,True,"[539591, 539595, 589021, 682600, 707090, 707240, 793650]",False,2017-06-15
Imperium Galactica II,490370.0,True,game,Imperium Galactica II,False,,False,2017-01-19
Hyperdimension Neptunia Re;Birth3 V Generation,353270.0,True,game,Hyperdimension Neptunia Re;Birth3 V Generation,True,"[389150, 545020, 987270, 1042050, 1050120, 1050121, 1050122, 1051790, 1051791]",False,2015-10-30
Sid Meier's Civilization V [Mac],235580.0,True,,,,,,null
G.I. Joe: Operation Blackout,1432220.0,True,game,G.I. Joe: Operation Blackout,True,"[1439620, 1466820, 1466821]",False,2020-12-14
WALL-E,2690330.0,True,dlc,Vampire Survivors: Emergency Meeting,False,,True,2023-12-18
Dying Light - Snow Ops Bundle - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
The Protagonist: EX-1,1162570.0,True,game,The Protagonist: EX-1,False,,False,2021-07-18
Inertial Drift,1184480.0,True,game,Inertial Drift,True,"[1435730, 2075290]",False,2020-09-11
Worms Blast,1061880.0,True,game,Conan Chop Chop,False,,False,2022-03-01
The Crew - Ultimate Edition,244930.0,True,game,SNOW - The Ultimate Edition,False,,False,2020-11-11
Conan Exiles - Isle of Siptah Edition,15591.0,True,,,,,,null
Mortal Kombat X: Kombat Pack 2 - DLC,1699950.0,True,game,Legends of Celestite RPG: The All Bearer,False,,True,2025-03-18
Age of Wonders: Planetfall - Deluxe Edition Content - DLC,1078840.0,True,dlc,Age of Wonders: Planetfall Deluxe Edition Content Pack,False,,False,2019-08-06
Gotcha Racing 2nd,848960.0,True,game,Gotcha Racing 2nd,False,,False,2018-07-18
THE SIMS 4: KIDS ROOM STUFF - DLC,1235763.0,True,dlc,De Sims™ 4 Kinderkamer Accessoires,False,,False,2020-06-18
Costume Quest,1012381.0,True,dlc,Death end re;Quest Swimsuit Costume Set,False,,False,2019-06-04
Crookz - The Big Heist,310490.0,True,game,Crookz - The Big Heist,False,,False,2015-08-25
Codename Panzers Phase Two,411320.0,True,game,"Codename: Panzers, Phase Two",True,[443660],False,2016-02-18
Age of Wonders: Planetfall - Deluxe Edition,1078840.0,True,dlc,Age of Wonders: Planetfall Deluxe Edition Content Pack,False,,False,2019-08-06
Conan Exiles: Riders of Hyboria Pack - DLC,1173900.0,True,dlc,Conan Exiles - Riders of Hyboria Pack,False,,False,2019-12-05
THE SIMS 4: LAUNDRY DAY - DLC,1995890.0,True,game,Aerofly FS 4 Flight Simulator,True,"[2011820, 2011821, 2011823, 2011824]",False,2022-07-04
MotoGP 14,256390.0,True,,,,,,null
Dying Light - White Death Bundle - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Conway: Disappearance at Dahlia View,1548750.0,True,game,Conway: Disappearance at Dahlia View,True,[1802380],False,2021-11-02
My Time At Portia - NPC Attire Package - DLC,1075041.0,True,dlc,My Time At Portia - NPC Attire Package,False,,False,2019-10-15
Conan Chop Chop,1061880.0,True,game,Conan Chop Chop,False,,False,2022-03-01
MONOPOLY PLUS,2477010.0,True,game,Ticket to Ride,True,"[2608220, 2608230]",False,2023-11-14
DJMAX RESPECT V - Deemo Pack - DLC,1356220.0,True,dlc,DJMAX RESPECT V - Deemo Pack,False,,False,2020-07-15
DinoSystem,373750.0,True,game,DinoSystem,False,,False,2015-06-25
Conan Exiles: Blood and Sand Pack - DLC,1134010.0,True,dlc,Conan Exiles - Blood and Sand Pack,False,,False,2019-09-03
Cities: Skylines - After Dark - DLC,369150.0,True,dlc,Cities: Skylines - After Dark,False,,False,2015-09-24
Table Manners,1019450.0,True,game,Table Manners: Physics-Based Dating Game,False,,False,2020-02-14
Men of War: Vietnam Special Edition Upgrade Pack DLC - DLC,63942.0,True,dlc,Men of War: Vietnam Special Edition Upgrade Pack,False,,False,null
Europa Universalis IV: DLC Collection - DLC,226665.0,True,dlc,DLC - Crusader Kings II: Europa Universalis IV Converter,False,,False,2013-08-13
Trident's Wake,704880.0,True,game,Trident's Wake,False,,False,2019-06-04
"Warhammer 40,000: Sanctus Reach - Legacy of the Weirdboy - DLC",623140.0,True,dlc,"Warhammer 40,000: Sanctus Reach - Legacy of the Weirdboy",False,,False,2017-07-06
WRC 9 Barcelona SSS (Steam) - DLC,1530502.0,True,dlc,WRC 9 Barcelona SSS,False,,False,2021-09-16
Arelite Core,466160.0,True,game,Arelite Core,True,[733170],False,2017-02-08
The Fog: Trap for Moths,1048900.0,True,game,The Fog: Trap for Moths,False,,False,2019-03-19
AO Tennis 2,1072500.0,True,game,AO Tennis 2,False,,False,2020-01-09
Heroes of Might & Magic V,61700.0,True,game,Might & Magic: Clash of Heroes,False,,False,2011-09-22
MotoGP 14 - Laguna Seca Red Bull US Grand Prix - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Imperium Galactica,573790.0,True,game,Imperium Galactica,False,,False,2017-01-19
Tropico 5 - Waterborne - DLC,284440.0,True,dlc,Tropico 5 - Waterborne,False,,False,2014-12-17
Pizza Express,375250.0,True,game,Pizza Express,False,,False,2015-06-25
A Game of Thrones: The Board Game - Digital Edition,1075190.0,True,game,A Game of Thrones: The Board Game - Digital Edition,True,"[1416390, 1416391]",False,2020-10-06
Alone in the Dark Anthology,1310410.0,True,game,Alone in the Dark,False,,True,2024-03-20
Black Book,1138660.0,True,game,Black Book,True,"[1535180, 1879710]",False,2021-08-10
Darksiders III - The Crucible - DLC,889902.0,True,dlc,Darksiders III - The Crucible,False,,False,2019-02-26
G.I. Joe: Operation Blackout - Digital Art Book and Soundtrack - DLC,1439620.0,True,music,G.I. Joe: Operation Blackout - Digital Art Book and Soundtrack,False,,False,2020-12-14
G.I. Joe: Operation Blackout - Digital Art Book and Soundtrack - DLC,1439620.0,True,music,G.I. Joe: Operation Blackout - Digital Art Book and Soundtrack,False,,False,2020-12-14
Jurassic World Evolution: Raptor Squad Skin Collection - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
LEGO Indiana Jones 2: The Adventure Continues,32450.0,True,,,,,,null
Super Neptunia RPG,1016960.0,True,game,Super Neptunia RPG,True,"[1055680, 1082571, 1082572, 1082573, 1082574, 1082575, 1082576, 1082577, 1082578, 1082579, 1082580, 1082581, 1082582]",False,2019-06-20
DIG IT! - A Digger Simulator,402750.0,True,game,Giant Machines 2017,False,,False,2016-09-29
Ascent Spirit,790800.0,True,game,Ascent Spirit,False,,False,2018-03-01
Curse of the Sea Rats,1453900.0,True,game,Curse of the Sea Rats,True,[2378440],False,2023-04-06
Ad Infinitum - Digital Artbook - DLC,2361660.0,True,dlc,Ad Infinitum - Digital Artbook,False,,False,2023-09-14
Europa Universalis IV: Golden Century - DLC,960920.0,True,dlc,Immersion Pack - Europa Universalis IV: Golden Century,False,,False,2018-12-11
Rogue Lords - Blood Moon Edition,22678.0,True,,,,,,null
SpongeBob SquarePants: The Cosmic Shake - Costume Pack - DLC,2152880.0,True,dlc,SpongeBob SquarePants: The Cosmic Shake - Costume Pack,False,,False,2023-01-31
Panzer Corps 2: Axis Operations - 1940 - DLC,1438150.0,True,dlc,Panzer Corps 2: Axis Operations - 1940,False,,False,2020-12-10
Disney Epic Mickey 2: The Power of Two,20505.0,True,,,,,,null
BATTLEFIELD V,1238810.0,True,game,Battlefield™ V,False,,False,2020-06-11
Driver Parallel Lines,526060.0,True,dlc,Assetto Corsa - Porsche Pack I,False,,False,2016-10-25
Kingdom Come: Deliverance - Royal DLC Package - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
RiMS - 8X Nolan X-lite Helmets - DLC,1628253.0,True,dlc,RiMS Racing: Nolan X-LITE Helmets,False,,False,2021-08-19
AK-xolotl,1479140.0,True,game,AK-xolotl,True,[2594170],False,2023-09-14
F-16 Multirole Fighter,32720.0,True,game,F-16 Multirole Fighter,False,,False,2009-06-18
Cities: Skylines - Campus Radio - DLC,1065491.0,True,dlc,Cities: Skylines - Campus Radio,False,,False,2019-05-21
Monster Jam Steel Titans 2,1205480.0,True,game,Monster Jam Steel Titans 2,True,"[1430390, 1443220]",False,2021-03-02
It Takes Two,1504980.0,True,game,It Takes Two Friend's Pass,False,,False,2021-03-26
The Survivalists - Deluxe Edition,35341.0,True,,,,,,null
Cities in Motion - Collection,73010.0,True,game,Cities in Motion,True,"[206718, 206716, 206714, 206712, 206710, 73187, 73185, 73183, 73181, 73014, 73013, 73012, 206720, 310040]",False,2011-02-22
Star Wars: The Force Unleashed Ultimate Sith Edition,2500470.0,True,game,Chroma Wars,False,,False,2023-09-28
The Wreck,1687960.0,True,game,The Wreck,False,,False,2023-03-14
Blitzkrieg 3 - Deluxe Edition,366650.0,True,dlc,Blitzkrieg 3 - Digital Deluxe Edition Upgrade,False,,False,2015-05-06
Captain Tsubasa: Rise of New Champions - Deluxe Edition,1163550.0,True,game,Captain Tsubasa: Rise of New Champions,True,"[1883630, 1883631, 1883632, 1883633, 1883634, 1883635, 1883636, 1883637, 1883638, 1883639, 1329573, 1329550, 1329551, 1329552, 1329553, 1329554, 1329555, 1329556, 1329557, 1329558, 1329559]",False,2020-09-28
BASEBALL STARS 2,366230.0,True,game,BASEBALL STARS 2,False,,False,2016-04-27
GRIP: Combat Racing - Artifex Car Pack - DLC,1087830.0,True,dlc,GRIP: Combat Racing - Artifex Car Pack,False,,False,2019-08-08
Cities: Skylines - Relaxation Station - DLC,547501.0,True,dlc,Cities: Skylines - Relaxation Station,False,,False,2016-11-29
Dungeons & Dragons: Chronicles of Mystara,229480.0,True,,,,,,null
There Will Be No Turkey This Christmas,1639040.0,True,game,There Will Be No Turkey This Christmas,False,,False,2021-12-15
Mega Man™ X Legacy Collection,1109480.0,True,dlc,Mega Man Zero/ZX Legacy Collection - Mega Man Zero/ZX Reploid Remixes,False,,False,2020-08-25
Final Vendetta,1891090.0,True,game,Final Vendetta,False,,False,2022-06-16
Narcos: Rise of the Cartels,914110.0,True,game,Narcos: Rise of the Cartels,False,,False,2019-11-19
Sparkle 4 Tales,1028910.0,True,game,Sparkle 4 Tales,False,,False,2020-08-24
Agatha Christie - The ABC Murders,1024160.0,True,game,Lord Winklebottom Investigates,True,[2101530],False,2022-07-28
Battle Axe,1167300.0,True,game,Battle Axe,False,,False,2021-04-29
Coromon,1218210.0,True,game,Coromon,True,"[1941270, 2598420]",False,2022-03-31
Pillars of Eternity - The White March: Part I - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,714080.0,True,game,BLACK CLOVER: QUARTET KNIGHTS,True,"[921489, 921481, 921480, 907230, 921482, 921483, 921487, 921488, 938770]",False,2018-09-13
"Warhammer 40,000: Space Wolf - Drenn Redblade - DLC",553210.0,True,game,"Warhammer 40,000: Space Wolf",False,,False,2017-09-21
Roadside Assistance Simulator,1513940.0,True,game,Roadside Assistance Simulator,False,,True,null
DJMAX RESPECT V - V Original Soundtrack - DLC,1238762.0,True,music,DJMAX RESPECT V - RESPECT Original Soundtrack,False,,False,2020-03-11
DJMAX RESPECT V - V Original Soundtrack - DLC,1238762.0,True,music,DJMAX RESPECT V - RESPECT Original Soundtrack,False,,False,2020-03-11
Crusader Kings II: Monks & Mystics - DLC,530780.0,True,dlc,Expansion - Crusader Kings II: Monks and Mystics,False,,False,2017-03-07
Commandos 3 - HD Remaster,1469170.0,True,game,Commandos 3 - HD Remaster,False,,False,2022-08-30
Nippon Marathon,746940.0,True,game,Nippon Marathon,True,[1231700],False,2018-12-17
Elite Dangerous: Odyssey - Deluxe Edition - DLC,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Kingdom Come: Deliverance - OST Essentials - DLC,1059340.0,True,video,Kingdom Come: Deliverance – Festival Suite,False,,False,2019-04-04
BEAT ARENA,1647200.0,True,game,BEAT ARENA,False,,False,2021-09-09
Imperator: Rome - Deluxe Upgrade Pack - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Superfuse - Digital Items Pack - DLC,2282090.0,True,dlc,Superfuse Digital Items Pack,False,,False,2023-01-31
Resident Evil HD REMASTER,1034860.0,True,game,GRANDIA HD Remaster,False,,False,2019-10-15
LEGO Batman 2: DC Super Heroes,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
DJMAX RESPECT V - Welcome to the Space GEAR PACK - DLC,1281330.0,True,dlc,DJMAX RESPECT V - Welcome to the Space GEAR PACK,False,,False,2020-04-13
West of Dead,1016790.0,True,game,West of Dead,True,"[1301540, 1307400]",False,2020-06-18
Train Simulator: Fife Circle Line: Edinburgh – Dunfermline Route Add-On - DLC,1211470.0,True,dlc,Train Simulator: Fife Circle Line: Edinburgh - Dunfermline Route Add-On,False,,False,2020-02-07
Master of Orion - Collector's Edition,1558360.0,True,game,Mystery Tales: Master of Puppets Collector's Edition,False,,False,2021-03-05
Those Who Remain,715380.0,True,game,Those Who Remain,True,[1459970],False,2020-05-28
